Element Type,Details,Timestamp
Input Field,"Type: hidden, Name: cl",2024-05-31 01:57:34
Input Field,"Type: hidden, Name: pgNr",2024-05-31 01:57:34
Input Field,"Type: hidden, Name: place",2024-05-31 01:57:34
Input Field,"Type: hidden, Name: parentlink",2024-05-31 01:57:34
Button,Buscar,2024-05-31 01:57:34
Button,Iniciar sesión,2024-05-31 01:57:34
Button,Notificarme,2024-05-31 01:57:34
Button,Conocer más,2024-05-31 01:57:34
Button,,2024-05-31 01:57:34
Button,,2024-05-31 01:57:34
Button,close,2024-05-31 01:57:34
Button,Cerrar,2024-05-31 01:57:34
Button,Ir a configuración,2024-05-31 01:57:34
Button,Cerrar,2024-05-31 01:57:34
Button,Ir a configuración,2024-05-31 01:57:34
Button,Cerrar,2024-05-31 01:57:34
Button,"No, regresar",2024-05-31 01:57:34
Button,"Si, proceder",2024-05-31 01:57:34
Button,"No, regresar",2024-05-31 01:57:34
Button,"Si, proceder",2024-05-31 01:57:34
